numero_dpe,date_etablissement_dpe,date_fin_validite_dpe,etiquette_dpe,etiquette_ges,type_batiment,periode_construction,surface_habitable_logement,nom_commune_ban,code_insee_ban,conso_5_usages_par_m2_ep,type_parc,station
2173E0248168T,2021-09-27,2031-09-26,G,G,appartement,1948-1974,33.5,Tignes,73296,381.5,existant,Tignes
2173E0132001U,2021-08-02,2031-08-01,F,C,appartement,1978-1982,27.1,La Plagne Tarentaise,73150,509.5,existant,La Plagne
2173E0363868T,2021-09-21,2031-09-20,C,A,appartement,2001-2005,33.9,Bourg-Saint-Maurice,73054,188.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0342341U,2021-09-17,2031-09-16,E,B,appartement,1978-1982,45.7,Bourg-Saint-Maurice,73054,269.6,existant,Les Arcs / Bourg-Saint-Maurice
2173E0187378R,2021-08-18,2031-08-17,D,B,appartement,2006-2012,50.6,Bourg-Saint-Maurice,73054,208.2,existant,Les Arcs / Bourg-Saint-Maurice
2173E0261922T,2021-09-03,2031-09-02,E,E,maison,1978-1982,384.5,Bourg-Saint-Maurice,73054,237.3,existant,Les Arcs / Bourg-Saint-Maurice
2673E0087746W,2026-01-13,2036-01-12,F,F,appartement,1948-1974,110.4,Bourg-Saint-Maurice,73054,262.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0687875O,2021-09-23,2031-09-22,G,G,appartement,1975-1977,70.9,Bourg-Saint-Maurice,73054,403.8,existant,Les Arcs / Bourg-Saint-Maurice
2173E0204031E,2021-08-22,2031-08-21,G,C,appartement,1978-1982,37.2,Val-D-Isère,73304,497.7,existant,Val d'Isère
2673E0186734C,2026-01-22,2036-01-21,D,B,appartement,1983-1988,22.8,Tignes,73296,284.0,existant,Tignes
2173E0254770R,2021-08-30,2031-08-29,E,C,appartement,1978-1982,42.3,Val-D-Isère,73304,292.3,existant,Val d'Isère
2673E0085781H,2026-01-13,2036-01-12,F,C,appartement,1989-2000,46.3,La Plagne Tarentaise,73150,443.0,existant,La Plagne
2173E0363319Q,2021-09-21,2031-09-20,C,B,appartement,1948-1974,22.7,La Plagne Tarentaise,73150,204.5,existant,La Plagne
2173E0189735I,2021-08-18,2031-08-17,D,B,appartement,1983-1988,24.8,La Plagne Tarentaise,73150,250.6,existant,La Plagne
2173E0188446T,2021-08-18,2031-08-17,E,C,maison,avant 1948,154.0,La Plagne Tarentaise,73150,360.4,existant,La Plagne
2173E0061082D,2021-07-19,2031-07-18,E,B,appartement,1948-1974,27.4,Montvalezan,73176,294.7,existant,La Rosière
2173E0034506Z,2021-07-12,2031-07-11,E,C,maison,1983-1988,54.5,Sainte-Foy-Tarentaise,73232,330.6,existant,Sainte-Foy
2173E0297243G,2021-09-10,2031-09-09,E,C,appartement,1948-1974,40.0,La Plagne Tarentaise,73150,274.0,existant,La Plagne
2173E0186074N,2021-08-08,2031-08-07,F,F,appartement,1948-1974,26.0,Tignes,73296,367.3,existant,Tignes
2173E0756258R,2021-11-23,2031-11-22,G,C,appartement,1983-1988,24.6,Bourg-Saint-Maurice,73054,98.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0903363O,2021-12-08,2031-12-07,E,C,appartement,2001-2005,57.5,Bourg-Saint-Maurice,73054,386.5,existant,Les Arcs / Bourg-Saint-Maurice
2673E0153648O,2026-01-19,2036-01-18,E,B,appartement,1989-2000,97.1,Montvalezan,73176,265.0,existant,La Rosière
2173E0313191Q,2021-09-14,2031-09-13,C,A,appartement,1978-1982,37.1,La Plagne Tarentaise,73150,183.1,existant,La Plagne
2673E0218891X,2026-01-26,2036-01-25,D,B,appartement,2001-2005,130.8,Montvalezan,73176,183.0,existant,La Rosière
2173E0071031U,2021-07-21,2031-07-20,G,C,appartement,1983-1988,27.1,La Plagne Tarentaise,73150,542.7,existant,La Plagne
2673E0096116U,2026-01-14,2036-01-13,F,F,maison,2006-2012,301.5,Val-D-Isère,73304,280.0,existant,Val d'Isère
2173E0254633K,2021-08-30,2031-08-29,E,B,appartement,1978-1982,61.5,Val-D-Isère,73304,256.8,existant,Val d'Isère
2173E0326772Z,2021-09-15,2031-09-14,G,G,appartement,1948-1974,21.1,Val-D-Isère,73304,627.8,existant,Val d'Isère
2173E0362602B,2021-09-21,2031-09-20,G,C,appartement,1989-2000,54.5,Tignes,73296,545.9,existant,Tignes
2673E0126319L,2026-01-16,2036-01-15,E,E,appartement,1978-1982,55.1,Tignes,73296,192.0,existant,Tignes
2173E0297374H,2021-08-30,2031-08-29,F,C,appartement,1983-1988,22.2,Tignes,73296,406.3,existant,Tignes
2173E0367686P,2021-09-22,2031-09-21,E,B,appartement,2013-2021,57.9,Tignes,73296,275.3,existant,Tignes
2673E0164935R,2026-01-20,2036-01-19,D,B,appartement,1978-1982,32.3,Bourg-Saint-Maurice,73054,223.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0321789I,2021-09-15,2031-09-14,E,C,appartement,1948-1974,21.0,La Plagne Tarentaise,73150,363.5,existant,La Plagne
2673E0084810Y,2026-01-13,2036-01-12,D,B,appartement,2006-2012,85.2,La Plagne Tarentaise,73150,232.0,existant,La Plagne
2673E0200132K,2026-01-23,2036-01-22,D,B,appartement,2006-2012,51.2,Sainte-Foy-Tarentaise,73232,199.0,existant,Sainte-Foy
2173E0525039Q,2021-10-09,2031-10-08,D,C,appartement,2013-2021,32.5,Bourg-Saint-Maurice,73054,72.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0219117P,2026-01-26,2036-01-25,D,B,maison,avant 1948,159.0,Bourg-Saint-Maurice,73054,230.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E1010621W,2021-12-29,2031-12-28,G,C,appartement,1983-1988,15.7,Bourg-Saint-Maurice,73054,668.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0218857P,2026-01-26,2036-01-25,F,C,appartement,1948-1974,36.3,Val-D-Isère,73304,397.0,existant,Val d'Isère
2173E0188447U,2021-08-18,2031-08-17,E,C,maison,avant 1948,154.0,La Plagne Tarentaise,73150,360.4,existant,La Plagne
2673E0231300E,2026-01-26,2036-01-25,E,B,appartement,2001-2005,37.3,Bourg-Saint-Maurice,73054,290.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0323343C,2021-09-15,2031-09-14,F,C,maison,1948-1974,300.0,La Plagne Tarentaise,73150,426.5,existant,La Plagne
2173E0513878J,2021-10-09,2031-10-08,E,D,appartement,2013-2021,28.8,Bourg-Saint-Maurice,73054,86.3,existant,Les Arcs / Bourg-Saint-Maurice
2673E0170054O,2026-01-21,2036-01-20,C,C,appartement,2013-2021,60.5,Bourg-Saint-Maurice,73054,172.0,existant,Les Arcs / Bourg-Saint-Maurice
2673E0197835B,2026-01-23,2036-01-22,F,C,appartement,1978-1982,27.9,La Plagne Tarentaise,73150,479.0,existant,La Plagne
2173E0304701C,2021-09-12,2031-09-11,F,F,appartement,1948-1974,28.6,Tignes,73296,382.7,existant,Tignes
2173E0235615Y,2021-08-31,2031-08-30,E,C,maison,1948-1974,94.6,Bourg-Saint-Maurice,73054,315.8,existant,Les Arcs / Bourg-Saint-Maurice
2173E0523663S,2021-10-09,2031-10-08,E,D,appartement,2013-2021,28.7,Bourg-Saint-Maurice,73054,97.1,existant,Les Arcs / Bourg-Saint-Maurice
2673E0217664S,2026-01-26,2036-01-25,E,C,appartement,1948-1974,40.9,Tignes,73296,381.0,existant,Tignes
2173E0956593W,2021-12-16,2031-12-15,G,C,appartement,1989-2000,21.3,Bourg-Saint-Maurice,73054,518.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0304464Z,2021-09-12,2031-09-11,G,G,appartement,1975-1977,14.3,Tignes,73296,732.7,existant,Tignes
2173E0313432X,2021-09-14,2031-09-13,E,C,appartement,1948-1974,44.3,La Plagne Tarentaise,73150,373.8,existant,La Plagne
2173E0946409E,2021-12-16,2031-12-15,G,C,appartement,1983-1988,15.0,Bourg-Saint-Maurice,73054,602.0,existant,Les Arcs / Bourg-Saint-Maurice
2173E0159113O,2021-07-15,2031-07-14,D,D,appartement,1948-1974,98.6,Bourg-Saint-Maurice,73054,187.7,existant,Les Arcs / Bourg-Saint-Maurice
2173E0515457C,2021-10-09,2031-10-08,F,D,appartement,2013-2021,28.7,Bourg-Saint-Maurice,73054,341.3,existant,Les Arcs / Bourg-Saint-Maurice
2173E0532051I,2021-10-09,2031-10-08,E,C,appartement,2013-2021,44.0,Bourg-Saint-Maurice,73054,100.6,existant,Les Arcs / Bourg-Saint-Maurice
2673E0082645R,2026-01-13,2036-01-12,G,C,appartement,1978-1982,23.7,Tignes,73296,647.0,existant,Tignes
